Date,Time,Food Name,Serving Size,Serving Qty,Serving Weight (g),Calories (kcal),Fat (g),Carbs (g),Protein (g),Alcohol (g),"B12, Cobalamin (mcg)","B1, Thiamine (mg)","B2, Riboflavin (mg)","B3, Niacin (mg)","B5, Pantothenic Acid (mg)","B6, Pyridoxine (mg)",Caffeine (mg),Calcium (mg),Cholesterol (mg),Choline (mg),Copper (mg),Cysteine (g),Monounsaturated Fat (g),Polyunsaturated Fat (g),Saturated Fat (g),Trans Fat (g),Fiber (g),Folate (mcg),Histidine (g),Iron (mg),Isoleucine (g),Leucine (g),Lysine (g),Magnesium (mg),Manganese (mg),Methionine (g),Omega-3 ALA (g),Omega-3 DHA (g),Omega-3 EPA (g),Omega-3 (g),Omega-6 (g),Phenylalanine (g),Phosphorus (mg),Potassium (mg),Selenium (mcg),Sodium (mg),Starch (g),Sugars (g),Sugars Added (g),Threonine (g),Tryptophan (g),Tyrosine (g),Valine (g),Vitamin A (mcg),Vitamin C (mg),Vitamin D (mcg),Vitamin E (mg),Vitamin K (mcg),Water (g),Zinc (mg)
2025-10-28,8:00 PM,Chicken Breast Grilled Boneless Skinless,oz,4,28.33,168,4,0,33,,0.2,0.1,0.3,12.6,1.7,1.1,,6.8,120,122,0,0.4,1.5,0.8,1.1,,,,1.2,0.5,1.6,2.8,3.2,35.1,0,0.9,0,0,0,0,0.6,1.3,282.2,476,48.1,243.7,,,,1.5,0.4,1.2,1.7,11.3,,,0.4,,75,0.9
2025-10-28,8:00 PM,Street Tacos White Corn Tortillas,tortilla,4,14.67,133,1,27,3,,,,,,,,,26.7,,,,,,0.7,,,2.7,,,0.4,,,,,,,,,,,,,,106.7,,26.7,,2.7,,,,,,,,,,,,
2025-10-28,8:00 PM,Tortilla Chips,g,30,1,149,7,20,2,,,0,0,0.4,0.1,0.1,,31.2,,6,0,,2.6,2.8,0.8,,1.4,6.6,,0.4,,,,25.2,0.1,,0.1,,0,0.1,2.6,,70.2,61.8,2.5,93,,0.4,,,,,,2.4,,,0.9,0.2,1,0.4
2025-10-28,9:00 PM,Cod Liver Oil,softgel,1,100,10,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,70,,,,,,,,,,,,,,,300,,10,,,,
2025-10-28,9:00 PM,Magnesium l-Threonate,capsules,4,0.05,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,144,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-28,9:00 PM,Methyl Multi,capsules,2,50,0,0,0,0,,250,10,10,32,100,10,,50,,18,0.5,,,,,,,850,,,,,,50,0.3,,,,,,,,,49.5,50,30,,,,,,,,,125,2.5,67,30,,6.5
2025-10-29,6:35 AM,foccacia,g,50,1,125,4,18,4,,,0.2,0.2,1.8,0.3,0.1,,17.5,,1,0,,2.8,0.5,0.4,,0.9,69,,1.6,,,,10,0.2,,,,,,,,64,57,8,280.5,,0.9,,,,,,,,,0.7,2.9,23,0.7
2025-10-29,6:35 AM,greek yogurt,g,180,1,106,1,6,18,,1.4,0,0.5,0.4,0.6,0.1,,198,9,27,0,,0.1,0,0.2,0,,12.6,,0.1,,,,19.8,0,,0,,,,,,243,253.8,17.5,64.8,,5.8,,,,,,,,,0,,153,0.9
2025-10-29,6:35 AM,whole milk,fl oz,4,30.5,74,4,6,4,,0.5,0.1,0.2,0.1,0.5,0,,137.9,12,17,0,0,1,0.2,2.3,,,6.1,0.1,0,0.2,0.4,0.3,12.2,0,0.1,,,,,,0.2,102.5,161,4.5,52.5,,6.2,,0.2,0,0.2,0.3,,,,0.1,0.4,108,0.5
2025-10-29,6:40 AM,blueberries,g,30,1,17,0,4,0,,,0,0,0.1,0,0,,1.8,,2,0,0,0,0,0,,0.7,1.8,0,0.1,0,0,0,1.8,0.1,0,,,,,,0,3.6,23.1,0,0.3,0,3,,0,0,0,0,,2.9,,0.2,5.8,25,0
2025-10-29,6:40 AM,honey,g,10,1,30,0,8,0,,,,0,0,0,0,,0.6,,0,0,0,,,,,0,0.2,0,0,0,0,0,0.2,0,0,,,,,,0,0.4,5.2,0.1,0.4,,8.2,,0,0,0,0,,0.1,,,,2,0
2025-10-29,6:40 AM,pecan,g,15,1,104,11,2,1,,,0.1,0,0.2,0.1,0,,10.5,,6,0.2,0,6.1,3.2,0.9,,1.4,3.3,0,0.4,0.1,0.1,0,18.1,0.7,0,,,,,,0.1,41.5,61.5,0.6,,0.1,0.6,,0,0,0,0.1,,0.2,,0.2,0.5,1,0.7
2025-10-29,12:00 PM,Caramel Cashew Protein Bar,serving,1,55,200,8,18,20,,,,,,,,,160,5,,,,,,3,,3,,,0.6,,,,,,,,,,,,,,150,,80,,1,,,,,,,,,,,,
2025-10-29,12:00 PM,Dark Chocolate Covered Mini Pretzels 240g Pack,pretzel,5,5.6,140,7,19,2,,,,,,,,,10,,,,,,,4,,2,,,1.4,,,,,,,,,,,,,,100,,160,,9,,,,,,,,,,,,
2025-10-29,12:00 PM,Desserts Oatmeal Raisin Cookie Small,cookie,1,100,120,5,16,1,,,,,,,,,,5,,,,,,2,,1,,,,,,,,,,,,,,,,,,,90,,10,,,,,,,,,,,,
2025-10-29,12:00 PM,Medium Banana,medium,1,126,110,0,29,1,,,,,,,,,,,,,,,,,,4,,,0.4,,,,,,,,,,,,,,400,,,,21,,,,,,,9,,,,,
2025-10-29,12:00 PM,"Peanut Butter, Natural, Unsalted",g,30,1,176,15,6,7,,,0,0.1,4.3,0.3,0.1,,17.4,,19,0.1,0.1,7.9,2.9,2.3,,2.5,29.1,0.2,0.5,0.2,0.5,0.3,53.4,0.5,0.1,0,,,0,2.9,0.4,108.9,190.2,2.8,1.8,,1.5,,0.2,0.1,0.3,0.3,,,,1.5,,1,0.8
2025-10-29,5:00 PM,Traditional Bavarian Soft Pretzels,prezel,2,60,300,4,58,10,,,,,,,,,,,,,,,,,,2,,,0.7,,,,,,,,,,,,,,,,520,,2,,,,,,,,,,,,
2025-10-29,5:08 PM,grilled chicken breast,g,95,1,141,3,0,28,,0.2,0.1,0.2,10.5,1.4,0.9,,5.7,101,102,0,0.3,1.3,0.7,1,0,,,1,0.4,1.4,2.3,2.7,29.4,0,0.7,0,0,0,,,1.1,236.6,399,40.3,204.3,,,,1.3,0.4,1,1.5,,,,0.3,,63,0.8
2025-10-29,5:08 PM,soft pretzel,g,15,1,51,0,10,1,,,0.1,0,0.6,,0,,3.4,,3,0,,0.2,0.1,0.1,,0.3,3.6,,0.6,,,,3.2,,,,,,,,,11.9,13.2,2.6,81.8,,0,,,,,,,,,0.1,0.4,2,0.1
2025-10-29,5:08 PM,spinach,g,100,1,23,0,4,3,,,0.1,0.2,0.5,0.1,0.2,,136,,20,0.2,0,0,0.1,0,,2.4,146,0.1,3.6,0.2,0.2,0.2,87,0.9,0.1,,,,,,0.1,56,466,1.5,70,,0.4,,0.1,0,0.1,0.2,,9.8,,2.1,493.6,91,0.8
2025-10-29,8:18 PM,Horchata Inspired Ice Cream,g,50,1,126,7,13,2,,,,,,,,,56.9,30,,,,,,4.5,,,,,0.1,,,,,,,,,,,,,,56.9,,54.9,,11.8,,,,,,,,,,,,
2025-10-29,8:34 PM,Signature Uncured Pepperoni,pizza,0.125,369.7,125,6,11,6,,,,,,,,,87.1,15,,,,,,3,,0.4,,,0.8,,,,,,,,,,,,,,60.6,,284.1,,1.5,,,,,,,,,,,,
2025-10-29,9:00 PM,Cod Liver Oil,softgel,1,100,10,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,70,,,,,,,,,,,,,,,300,,10,,,,
2025-10-29,9:00 PM,Magnesium l-Threonate,capsules,4,0.05,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,144,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-29,9:00 PM,Methyl Multi,capsules,2,50,0,0,0,0,,250,10,10,32,100,10,,50,,18,0.5,,,,,,,850,,,,,,50,0.3,,,,,,,,,49.5,50,30,,,,,,,,,125,2.5,67,30,,6.5
2025-10-30,7:48 AM,chocolate chip cookie,"medium (3 diameter)""",0.5,30,74,4,10,1,,0,0,0,0.4,,0,2,3.1,,2,0,0,0.9,1.3,1.2,0.1,0.3,10.8,0,0.8,0,0,0,6.2,0.1,0,0.1,,,,,0,16.4,25.6,0.6,46.6,4.2,4.9,,0,0,0,0,,,,0.3,5.1,1,0.1
2025-10-30,7:48 AM,eggs over easy,large,2,46,180,14,1,13,,0.9,0,0.5,0.1,1.5,0.2,,57,369,292,0.1,0.3,5.7,3,4,,,46.9,0.3,1.7,0.7,1.1,0.9,12,0,0.4,,0.1,,,,0.7,197.8,139.8,30.5,190.4,,0.4,,0.6,0.2,0.5,0.9,,,,1.2,5.2,64,1.3
2025-10-30,7:49 AM,Vanilla Syrup for Speciality Cofee,ml,10,1,34,0,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.2,,8.4,,,,,,,,,,,,
2025-10-30,10:08 AM,Sprouted Grain Vegan Bagel,serving,1,100,330,6,57,12,,,,,,,,,,,,,,,,0.5,,7,,,,,,,,,,,,,,,,,,,490,,4,,,,,,,,,,,,
2025-10-30,1:00 PM,meatballs,medium meatballs,4,28.35,324,25,9,16,,1.1,0.2,0.3,3.5,1,0.2,,90.7,75,51,0.1,,10.4,3.8,8.6,0.6,2.6,40.8,,2,,,,35.2,0.3,,0.2,0,0,,,,271,335.7,17.4,755.2,2.6,3.9,,,,,,,,,0.5,9.3,61,1.9
2025-10-30,1:00 PM,penne,cup spaghetti not packed,0.5,124,98,1,19,4,,,0.2,0.1,1,0.1,0,,4.3,,4,0.1,0.1,0.1,0.2,0.1,,1.1,45.3,0.1,0.8,0.1,0.3,0.1,11.2,0.2,0,0,,,,,0.2,36,27.3,16.4,0.6,16.1,0.3,,0.1,0.1,0.1,0.2,,,,0,,39,0.3
2025-10-30,3:32 PM,chocolate chip cookie,"medium (3 diameter)""",0.25,30,37,2,5,0,,0,0,0,0.2,,0,1,1.6,,1,0,0,0.5,0.6,0.6,0,0.1,5.4,0,0.4,0,0,0,3.1,0,0,0.1,,,,,0,8.2,12.8,0.3,23.3,2.1,2.5,,0,0,0,0,,,,0.2,2.5,0,0.1
2025-10-30,3:32 PM,whole milk,g,40,1,24,1,2,1,,0.2,0,0.1,0,0.1,0,,45.2,4,6,0,0,0.3,0.1,0.7,,,2,0,0,0.1,0.1,0.1,4,0,0,,,,,,0.1,33.6,52.8,1.5,17.2,,2,,0.1,0,0.1,0.1,,,,0,0.1,35,0.1
2025-10-30,5:00 PM,cotija,g,18,1,66,5,1,4,,0.4,0,0.1,0,,0,,144,18,3,0,,1.5,0.2,3.1,,,1.8,,,,,,6.8,,,,,,,,,131.2,22.5,3.2,252,,,,,,,,,,,0,0.3,7,0.7
2025-10-30,5:00 PM,tortilla chips,g,20,1,94,4,14,1,,0.1,0,0,0.2,0.1,0,,21.2,,4,0,,1.1,2.2,0.6,,1.1,2.4,,0.3,,,,16.8,0.1,,0,,,,,,45,36.4,0.9,65.6,12.5,0.2,,,,,,,,,0.7,4.2,1,0.3
2025-10-30,7:09 PM,broccoli,g,100,1,35,0,7,2,,,0.1,0.1,0.6,0.6,0.2,,40,,40,0.1,0,0,0.2,0.1,,3.3,108,0.1,0.7,0.1,0.1,0.2,21,0.2,0,,,,,,0.1,67,293,1.6,41,,1.4,,0.1,0,0.1,0.1,,64.9,,1.4,141.1,89,0.5
2025-10-30,7:09 PM,carrots,g,50,1,18,0,4,0,,,0,0,0.3,0.1,0.1,,15,,4,0,0,0,0,0,,1.5,7,0,0.2,0,0,0,5,0.1,0,,,,,,0,15,117.5,0.3,29,0.1,1.7,,0.1,0,0,0,,1.8,,0.5,6.8,45,0.1
2025-10-30,7:09 PM,cooked ground turkey,g,150,1,387,26,0,38,,2.4,0.1,0.4,11.6,2.1,0.7,,73.5,159,115,0.3,0.4,9.1,6.9,6.9,0.3,,10.5,1.1,3,1.7,3.1,3.4,42,0,1.1,0.3,0,0,,,1.5,394.5,414,54.1,127.5,,,,1.7,0.4,1.3,1.7,,,,0.1,,85,5.3
2025-10-30,7:09 PM,white rice,g,50,1,65,0,14,1,,,0.1,0,0.7,0.2,0,,5,,1,0,0,0,0,0,,0.2,29,0,0.6,0.1,0.1,0,6,0.2,0,,,,,,0.1,21.5,17.5,3.8,0.5,,0,,0,0,0,0.1,,,,0,,34,0.2
2025-10-30,8:00 PM,Cod Liver Oil,softgel,1,100,10,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,70,,,,,,,,,,,,,,,300,,10,,,,
2025-10-30,8:00 PM,Magnesium l-Threonate,capsules,4,0.05,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,144,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-30,8:00 PM,Methyl Multi,capsules,2,50,0,0,0,0,,250,10,10,32,100,10,,50,,18,0.5,,,,,,,850,,,,,,50,0.3,,,,,,,,,49.5,50,30,,,,,,,,,125,2.5,67,30,,6.5
2025-10-31,6:00 AM,blueberries,g,18,1,10,0,3,0,,,0,0,0.1,0,0,,1.1,,1,0,0,0,0,0,,0.4,1.1,0,0.1,0,0,0,1.1,0.1,0,,,,,,0,2.2,13.9,0,0.2,0,1.8,,0,0,0,0,,1.7,,0.1,3.5,15,0
2025-10-31,6:00 AM,honey,g,3,1,9,0,2,0,,,,0,0,0,0,,0.2,,0,0,0,,,,,0,0.1,,0,0,0,0,0.1,0,,,,,,,0,0.1,1.6,0,0.1,,2.5,,0,0,0,0,,0,,,,1,0
2025-10-31,6:00 AM,milk whole,g,100,1,61,3,5,3,,0.5,0,0.2,0.1,0.4,0,,113,10,14,0,0,0.8,0.2,1.9,,,5,0.1,0,0.2,0.3,0.3,10,0,0.1,,,,,,0.2,84,132,3.7,43,,5,,0.1,0,0.2,0.2,,,,0.1,0.3,88,0.4
2025-10-31,6:00 AM,muesli,g,35,1,123,1,27,4,,0,0.1,0.1,0.7,,0.1,,51.4,,11,0.1,,0.5,0.3,0.2,,3.2,10.5,,1.1,,,,32.9,,,,,,,,,129.8,146.3,6.1,9.4,,7,,,,,,,3,,0.2,0.9,3,1.1
2025-10-31,8:44 AM,broccoli,floret,1,10,4,0,1,0,,,0,0,0.1,0.1,0,,4,,4,0,0,0,0,0,,0.3,10.8,0,0.1,0,0,0,2.1,0,0,,,,,,0,6.7,29.3,0.2,4.1,,0.1,,0,0,0,0,,6.5,,0.1,14.1,9,0
2025-10-31,8:44 AM,cooked ground turkey,g,100,1,258,17,0,25,,1.6,0.1,0.3,7.7,1.4,0.5,,49,106,77,0.2,0.3,6,4.6,4.6,0.2,,7,0.7,2,1.1,2.1,2.3,28,0,0.7,0.2,0,0,,,1,263,276,36.1,85,,,,1.2,0.3,0.9,1.2,,,,0.1,,57,3.6
2025-10-31,8:44 AM,sesame seeds,g,5,1,28,2,1,1,,,0,0,0.2,0,0,,49.5,,,0.1,0,0.9,1.1,0.3,,0.7,4.9,0,0.7,0,0.1,0,17.8,0.1,0,,,,,,0,31.9,23.8,1.7,0.6,,,,0,0,0,0,,,,,,0,0.4
2025-10-31,8:44 AM,soft pretzel,g,39,1,132,1,27,3,,,0.2,0.1,1.7,,0,,9,,7,0,,0.4,0.4,0.3,,0.7,9.4,,1.5,,,,8.2,,,,,,,,,30.8,34.3,6.7,212.6,,0.1,,,,,,,,,0.2,1.1,6,0.4
2025-10-31,8:44 AM,steamed carrots,g,90,1,31,0,7,1,,,0.1,0,0.6,0.2,0.1,,27,,8,0,0.1,0,0.1,0,,2.7,12.6,0,0.3,0.1,0.1,0.1,9,0.1,0,,,,,,0,27,211.5,0.6,52.2,0.2,3.1,,0.1,0,0,0.1,,3.2,,0.9,12.3,81,0.2
2025-10-31,9:00 AM,dark chocolate pretzels,serving,1,28,131,5,20,2,,0.1,0.1,0.1,0.7,0.1,0,2,39.5,,11,0.1,0,0.9,0.8,2.4,,1,20.7,0,0.7,0,0.1,0,9.8,0.1,0,,,,,,0.1,35.8,55.7,4.1,138.3,,10.9,,0,0,0,0,,,,0.2,3.1,1,0.4
2025-10-31,12:42 PM,beef,oz,6,28.33,440,28,0,44,,3.1,0.1,0.3,9.3,0.8,0.8,,22.1,148,142,0.1,0.5,12.6,1.2,11.5,0.9,,11.9,1.5,3.7,2.1,3.7,4,34,0,1.2,0,0,0,,,1.8,306,460.7,48.1,85,,,,1.9,0.4,1.5,2.2,,,,0.5,2.4,97,8.7
2025-10-31,12:42 PM,greens,"cup, chopped",1,190,63,1,11,5,,,0.1,0.2,1.1,0.4,0.2,,267.9,,73,0.1,0,0,0.3,0.1,,7.6,30.4,0.1,2.1,0.2,0.2,0.2,39.9,1,0.1,,,,,,0.1,60.8,222.3,1,28.5,,0.8,,0.1,0.1,0.1,0.2,,34.6,,1.7,772.5,171,0.4
2025-10-31,6:26 PM,chili,cups,2,240,566,34,29,36,,4.9,0.1,0.5,6,0.8,0.6,,144,101,203,0.9,,11.9,2.4,10.8,,2.4,38.4,0.8,9.6,1.4,2.7,1.9,96,1.3,0.5,,0,0,,,1.4,369.6,888,31.2,1972.8,16.1,5.3,,1.5,,0.9,1.8,,8.6,,2.8,10.6,373,5.4
2025-10-31,6:26 PM,gummies,gummy bears,4,2.2,35,0,9,0,,,0,0,0,0,0,,0.3,,,0,,,,,,0,,,0,,,,0.1,0,,,,,,,,0.1,0.4,0.1,3.9,,5.2,,,,,,,,,,,0,
2025-10-31,6:26 PM,m and ms,package (1.69 oz),0.2,48,47,2,7,0,,0.1,0,0,0,0,0,1,10.1,1,2,0,,0.5,0.1,1.3,,0.3,0.8,,0.1,,,,4.2,0,,,,,,,,14,25.1,0.3,5.9,,6.1,,,,,,,0,,0,0.4,0,0.2
2025-10-31,6:26 PM,mandarin orange,"cup, sections",1,195,103,1,26,2,,,0.1,0.1,0.7,0.4,0.2,,72.2,,20,0.1,0,0.1,0.1,0.1,,3.5,31.2,0,0.3,0,0.1,0.1,23.4,0.1,0,,,,,,0,39,323.7,0.2,3.9,,20.6,,0,0,0,0,,52.1,,0.4,,166,0.1
2025-10-31,6:26 PM,peanut,peanut,0,1,0,0,0,0,,,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,0,0,0,0,0,0,0,,0,0,0,0,,,,0,,0,0
2025-10-31,6:26 PM,skittles,serving 2.17 oz pack,0,62,0,0,0,0,,,,0,0,0,0,,,,,0,,,,0,,,,,,,,,0,0,,,,,,,,0,0,0,0,,0,,,,,,,0,,0,0,0,0
2025-10-31,6:26 PM,soup crackers,g,20,1,84,2,15,2,,0,0.1,0.1,1.3,0.1,0,,3.8,,3,0,0,0.4,1,0.3,0,0.6,26.8,0,1.1,0.1,0.1,0,4.6,0.1,0,0.1,,,,,0.1,20.4,30.4,2.1,188.2,13.6,0.3,,0.1,0,0,0.1,,,,0.2,5.1,1,0.1
2025-10-31,8:00 PM,Cod Liver Oil,softgel,1,100,10,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,70,,,,,,,,,,,,,,,300,,10,,,,
2025-10-31,8:00 PM,Magnesium l-Threonate,capsules,4,0.05,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,144,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-10-31,8:00 PM,Methyl Multi,capsules,2,50,0,0,0,0,,250,10,10,32,100,10,,50,,18,0.5,,,,,,,850,,,,,,50,0.3,,,,,,,,,49.5,50,30,,,,,,,,,125,2.5,67,30,,6.5
2025-11-01,6:00 AM,Traditional Bavarian Soft Pretzels,g,100,1,250,3,48,8,,,,,,,,,,,,,,,,,,1.7,,,0.6,,,,,,,,,,,,,,,,433.3,,1.7,,,,,,,,,,,,
2025-11-01,6:00 AM,airhead,bar,0.5,15,31,1,7,0,,,,0,,,,,0.1,,0,0,0,0.3,0,0.1,0.1,0,,0,0,0,0,0,0.1,0,0,0,,,,,0,0.3,0.2,0.1,0.3,,4.5,,0,0,0,0,,,,0,0.1,0,0
2025-11-01,6:00 AM,tootsie rolls,piece,3,6.6,77,1,17,0,,,0,0,0,0.1,0,1,7.1,0,,0,,0.4,0.1,0.2,,0,1.8,0,0.2,0,0,0,4.4,0,0,0,,,,,0,11.3,23,0.4,8.7,3,11.2,,0,0,0,0,,,,0.1,1.9,1,0.1
2025-11-01,11:45 AM,"Bacon, Pork",oz,1,28.35,133,10,0,10,,0.3,0.2,0.1,3,0.3,0.2,,3.1,28,25,0,0.1,4.4,1.7,3.4,,,,0.4,0.3,0.5,0.8,0.9,8.8,0,0.3,0.1,0,0,0.1,1.5,0.4,110,141.5,14.4,477.4,,0.3,0.3,0.4,0.1,0.4,0.5,3.1,,0.1,0.1,,7,0.9
2025-11-01,11:45 AM,"Bagel, Whole Grain White, Plain or Seasoned",bagel thin,1,46,121,1,25,5,,0,0.3,0.2,2.1,0.2,0.1,,42.8,,6,0.1,0.1,0.1,0.3,0.1,,2,33.3,0.1,1.9,0.2,0.3,0.1,23.1,0.6,0.1,0,,,0,0.3,0.2,69.3,76.1,5.9,171,,4.3,4.2,0.1,0.1,0.1,0.2,0.1,0,,0.1,0.3,15,0.6
2025-11-01,11:45 AM,Mayonnaise,g,10,1,68,7,0,0,,0,0,0,,0,0,,0.8,4,3,0,0,1.7,4.5,1.2,,,0.5,0,0,0,0,0,0.1,0,0,0.5,0,,0.5,3.9,0,2.1,2,0.2,63.5,,0.1,0,0,0,0,0,1.6,,0,0.3,16.3,2,0
2025-11-01,11:45 AM,Turkey Breast Low Salt Prepackaged or Deli Meat,oz,4,28.5,124,1,4,25,,0.1,0.1,0.4,0.1,0.2,0.1,,9.1,50,76,0.1,0.2,0.3,0.2,0.2,,0.6,4.6,0.6,0.7,1,1.6,1.8,23.9,0,0.6,,0,,,,0.8,184.7,240.5,26,880.1,,4,,0.9,0.2,0.8,1,11.4,6.5,0.1,0.1,,81,1.5
2025-11-01,7:32 PM,carrots,g,50,1,18,0,4,0,,,0,0,0.3,0.1,0.1,,15,,4,0,0,0,0,0,,1.5,7,0,0.2,0,0,0,5,0.1,0,,,,,,0,15,117.5,0.3,29,0.1,1.7,,0.1,0,0,0,,1.8,,0.5,6.8,45,0.1
2025-11-01,7:32 PM,cooked ground turkey,g,100,1,258,17,0,25,,1.6,0.1,0.3,7.7,1.4,0.5,,49,106,77,0.2,0.3,6,4.6,4.6,0.2,,7,0.7,2,1.1,2.1,2.3,28,0,0.7,0.2,0,0,,,1,263,276,36.1,85,,,,1.2,0.3,0.9,1.2,,,,0.1,,57,3.6
2025-11-01,7:32 PM,egg,large,1,50,72,5,0,6,,0.4,0,0.2,0,0.8,0.1,,28,186,147,0,0.1,1.8,1,1.6,0,,23.5,0.2,0.9,0.3,0.5,0.5,6,0,0.2,0,0,,,,0.3,99,69,15.3,71,,0.2,,0.3,0.1,0.2,0.4,,,,0.5,0.1,38,0.6
2025-11-01,7:32 PM,white rice,g,100,1,130,0,28,3,,,0.2,0,1.5,0.4,0.1,,10,,2,0.1,0.1,0.1,0.1,0.1,,0.4,58,0.1,1.2,0.1,0.2,0.1,12,0.5,0.1,,,,,,0.1,43,35,7.5,1,,0.1,,0.1,0,0.1,0.2,,,,0,,68,0.5
2025-11-01,9:00 PM,Cod Liver Oil,softgel,1,100,10,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,70,,,,,,,,,,,,,,,300,,10,,,,
2025-11-01,9:00 PM,Magnesium l-Threonate,capsules,4,0.05,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,144,,,,,,,,,,,,,,,,,,,,,,,,,,
2025-11-01,9:00 PM,Methyl Multi,capsules,2,50,0,0,0,0,,250,10,10,32,100,10,,50,,18,0.5,,,,,,,850,,,,,,50,0.3,,,,,,,,,49.5,50,30,,,,,,,,,125,2.5,67,30,,6.5
2025-11-02,6:00 AM,foccacia,g,50,1,125,4,18,4,,,0.2,0.2,1.8,0.3,0.1,,17.5,,1,0,,2.8,0.5,0.4,,0.9,69,,1.6,,,,10,0.2,,,,,,,,64,57,8,280.5,,0.9,,,,,,,,,0.7,2.9,23,0.7
2025-11-02,11:10 AM,blueberries,g,38,1,22,0,6,0,,,0,0,0.2,0,0,,2.3,,2,0,0,0,0.1,0,,0.9,2.3,0,0.1,0,0,0,2.3,0.1,0,,,,,,0,4.6,29.3,0,0.4,0,3.8,,0,0,0,0,,3.7,,0.2,7.3,32,0.1
2025-11-02,11:10 AM,greek yogurt,g,180,1,106,1,6,18,,1.4,0,0.5,0.4,0.6,0.1,,198,9,27,0,,0.1,0,0.2,0,,12.6,,0.1,,,,19.8,0,,0,,,,,,243,253.8,17.5,64.8,,5.8,,,,,,,,,0,,153,0.9
2025-11-02,11:10 AM,honey,g,11,1,33,0,9,0,,,,0,0,0,0,,0.7,,0,0,0,,,,,0,0.2,0,0,0,0,0,0.2,0,0,,,,,,0,0.4,5.7,0.1,0.4,,9,,0,0,0,0,,0.1,,,,2,0
2025-11-02,11:10 AM,walnuts,g,28,1,183,18,4,4,,,0.1,0,0.3,0.2,0.2,,27.4,,11,0.4,0.1,2.5,13.2,1.7,,1.9,27.4,0.1,0.8,0.2,0.3,0.1,44.2,1,0.1,,,,,,0.2,96.9,123.5,1.4,0.6,0,0.7,,0.2,0,0.1,0.2,,0.4,,0.2,0.8,1,0.9
2025-11-02,1:53 PM,chicken,oz,2,28.34,125,7,0,14,,0.4,0,0.1,4,0.6,0.2,,7.4,53,,0,0.2,3,1.6,2.1,,,13,0.4,0.9,0.7,1,1.1,11.3,0,0.4,,0,0,,,0.5,101.4,115.6,8.9,40.2,,,,0.6,0.2,0.4,0.7,,0.2,,,,35,1
2025-11-02,1:53 PM,grilled onion,cup,0.5,210,105,7,10,1,,,0,0,0.2,0.1,0.1,,21.6,,7,0.1,0,5.2,0.8,1,,1.4,14.7,0,0.3,0,0,0.1,10.8,0.1,0,,,,,,0,34.3,162.7,0.6,3.1,,4.6,,0,0,0,0,,5.1,,1,4.7,86,0.2
2025-11-02,1:53 PM,grilled steak,oz,2,28.34,158,10,0,15,,1,0,0.1,4,0.3,0.3,,9.6,55,56,0,0.2,4.4,0.4,4.1,,,4.5,0.5,1,0.7,1.2,1.3,11.9,0,0.4,,,,,,0.6,110.5,179.1,15.9,29.5,,,,0.6,0.1,0.5,0.7,,,,0.3,0.9,31,2.6
2025-11-02,1:53 PM,refried beans,oz,2,28.35,51,1,8,3,,,0,0,0.2,0.1,0.1,,16.4,,12,0.1,0,0.3,0.3,0.4,0,2.1,6.2,0.1,0.8,0.1,0.2,0.2,19.8,0.2,0,0.1,,,,,0.2,52.2,180.9,3.3,209.8,4.2,0.3,,0.1,0,0.1,0.2,,3.4,,0.1,1.2,44,0.3
2025-11-02,1:57 PM,tortilla chips,g,35,1,165,7,24,2,,0.1,0,0,0.3,0.1,0.1,,37.1,,7,0,,2,3.8,1,,1.9,4.2,,0.5,,,,29.4,0.1,,0.1,,,,,,78.8,63.7,1.5,114.8,21.9,0.3,,,,,,,,,1.2,7.3,1,0.5
2025-11-02,6:02 PM,Wafer Cookie,bar,0.5,55,145,8,17,1,,,,,,,,,30,2,,,,,,6.5,,1,,,0.2,,,,,,,,,,,,,,,,37.5,,9.5,8.5,,,,,,,,,,,
2025-11-02,7:00 PM,Cod Liver Oil,softgel,1,100,10,1,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,70,,,,,,,,,,,,,,,300,,10,,,,
2025-11-02,7:00 PM,Magnesium l-Threonate,capsules,4,0.05,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,144,,,,,,,,,,,,,,,,,,,,,,,,,,
